Fraud_Label,High_Value_Flag,Round_Amount_Flag,Total_Fraud_Flags,Risk_Score
0,0,0,0,0.2889552666666667
0,0,0,0,0.26871533333333336
0,0,0,0,0.27148753333333336
1,0,0,1,0.3194557333333334
0,0,0,1,0.12692426666666667
1,0,0,1,0.25167520000000004
1,0,0,1,0.2652509333333334
0,0,0,0,0.19077720000000004
0,0,0,0,0.1572878
0,0,0,1,0.3591040666666667
1,0,0,1,0.2211168
0,0,0,0,0.18715673333333335
0,0,0,0,0.3159148
1,1,0,2,0.4068954
0,1,0,1,0.37053280000000005
0,0,0,1,0.2505864
0,0,0,0,0.1637054666666667
0,0,0,0,0.3385511333333333
0,0,0,1,0.3405865333333334
1,0,0,2,0.18713320000000003
1,0,0,2,0.20098053333333335
1,0,0,1,0.21470246666666667
1,0,0,1,0.1628892
0,0,0,0,0.18406513333333333
0,1,0,1,0.26999253333333334
0,0,0,0,0.19836299999999998
0,0,0,0,0.22206766666666666
0,0,0,0,0.2419240666666667
0,1,0,1,0.3001266
0,0,0,1,0.3226266
0,0,0,1,0.15768073333333332
0,0,0,0,0.22665173333333333
0,0,0,0,0.17107480000000003
1,0,0,1,0.345762
0,0,0,1,0.25197840000000005
0,0,0,1,0.1984206
0,0,0,1,0.27881259999999997
0,0,0,0,0.16768133333333335
0,0,0,0,0.20325953333333335
1,0,0,0,0.27221320000000004
0,0,0,1,0.32843913333333336
0,0,0,0,0.24680413333333334
0,0,0,0,0.16136720000000002
0,0,0,0,0.23059773333333333
0,0,0,0,0.23058180000000003
1,0,0,0,0.14556620000000003
0,0,0,0,0.1861586
0,1,0,2,0.2736665333333333
1,0,0,0,0.08131186666666666
1,0,0,1,0.28930713333333336
0,0,0,0,0.3004608
1,0,0,0,0.259792
0,0,0,0,0.2370732
1,0,0,1,0.33905813333333334
0,0,0,0,0.19364040000000002
0,0,0,0,0.244081
0,0,0,0,0.2626542
1,0,0,2,0.29381633333333335
0,0,0,0,0.20264986666666668
0,1,0,1,0.2626735333333333
1,0,0,0,0.17209733333333335
1,1,0,2,0.48548300000000005
0,0,0,0,0.2117998
1,0,0,2,0.3059664
1,1,0,2,0.4273356666666667
0,0,0,1,0.3634212666666667
0,0,0,0,0.24942533333333336
1,1,0,3,0.5216536
0,1,0,1,0.4667734666666667
0,0,0,0,0.30026033333333335
0,0,0,0,0.23860406666666667
1,0,0,2,0.43763053333333335
0,0,0,0,0.2516252
1,0,0,2,0.4027887333333334
1,0,0,0,0.178117
0,0,0,0,0.17273273333333333
0,0,0,0,0.1016148
1,0,0,2,0.3064782666666667
1,0,0,1,0.25894073333333334
1,0,0,1,0.24063679999999998
0,0,0,0,0.24147806666666666
1,0,0,1,0.19140986666666668
1,0,0,1,0.2692198666666667
0,0,0,0,0.077101
0,0,0,1,0.15095866666666669
1,0,0,1,0.4022516666666667
0,0,0,1,0.1884014
0,0,0,0,0.1847469333333333
1,1,0,3,0.5213312
0,1,0,1,0.2084268666666667
0,0,0,0,0.26152566666666666
0,0,0,1,0.3333766
1,1,0,1,0.28401773333333336
1,1,0,2,0.5538230666666667
0,0,0,0,0.257102
0,0,0,0,0.26599386666666663
0,0,0,1,0.3207444
0,0,0,0,0.25709733333333334
1,0,0,2,0.3391302666666667
0,0,0,0,0.2507452666666667
0,0,0,0,0.1042054
0,1,0,2,0.38151999999999997
0,1,0,1,0.3748874666666667
0,0,0,2,0.16694620000000002
0,0,0,0,0.2715110666666667
1,0,0,1,0.3288422666666667
0,0,0,0,0.18062940000000002
0,0,0,0,0.24162300000000003
0,1,0,1,0.19345113333333333
0,0,0,0,0.20766253333333334
1,0,0,2,0.2771616
0,0,0,1,0.19494053333333333
0,0,0,0,0.213644
0,0,0,0,0.28060166666666664
1,1,0,1,0.21755320000000003
0,0,0,0,0.271454
0,0,0,0,0.25211086666666666
0,0,0,0,0.10218253333333335
0,1,0,1,0.3352896666666667
1,0,0,1,0.34223953333333335
0,0,0,1,0.20402006666666667
1,0,0,0,0.2441914666666667
0,0,0,0,0.3232016666666667
1,0,0,0,0.3384698
0,0,0,1,0.25256533333333336
0,1,0,1,0.27799386666666664
0,0,0,0,0.18500173333333336
0,0,0,0,0.14620106666666668
1,0,0,2,0.3209054666666667
1,0,0,1,0.32086433333333336
0,0,0,1,0.2220032666666667
0,1,0,1,0.3104365333333333
0,0,0,1,0.2959510000000001
1,0,0,1,0.14209813333333335
1,0,0,1,0.24114206666666668
0,0,0,2,0.3007410666666667
1,0,0,1,0.22243533333333335
1,0,0,1,0.3626494
1,0,0,2,0.36484546666666673
0,0,0,0,0.3606677333333334
1,0,0,0,0.1741054
1,0,0,2,0.37190826666666665
1,0,0,1,0.3633352
1,0,0,0,0.26986366666666667
0,0,0,0,0.20902273333333335
1,0,0,2,0.3393377333333334
0,0,0,1,0.14937373333333334
0,1,0,2,0.2654551333333333
1,0,0,2,0.30815080000000006
1,0,0,2,0.17131853333333336
0,0,0,0,0.24992673333333337
1,0,0,1,0.18352006666666668
0,0,0,0,0.1625552666666667
1,0,0,1,0.34142106666666666
1,0,0,1,0.30474160000000006
1,0,0,0,0.21227953333333333
1,0,0,1,0.26218720000000006
0,0,0,1,0.37478106666666666
0,0,0,1,0.3112158
0,0,0,0,0.1557034
0,1,0,1,0.3754528
1,0,0,1,0.26070593333333336
1,0,0,2,0.42470093333333336
0,0,0,0,0.23049606666666667
0,0,0,0,0.1471014
1,0,0,1,0.14897173333333336
0,0,0,1,0.33395213333333335
0,0,0,0,0.30318826666666665
0,1,0,1,0.35504653333333336
0,0,0,0,0.3887849333333334
0,0,0,1,0.1652924
0,0,0,0,0.07181560000000001
0,0,0,1,0.30840713333333336
0,1,0,1,0.48779066666666665
0,0,0,0,0.16674093333333334
1,0,0,2,0.3710640666666667
0,0,0,1,0.09476599999999999
0,0,0,1,0.23276293333333334
0,0,0,0,0.2593396
0,0,0,0,0.2874158
0,0,0,0,0.23747173333333335
1,1,0,2,0.46146440000000005
0,0,0,0,0.25636306666666664
0,0,0,1,0.1122928
1,0,0,0,0.3066685333333333
0,0,0,0,0.3848718666666667
1,0,0,1,0.17839300000000002
1,0,0,0,0.3188158666666666
0,0,0,1,0.33857773333333335
0,0,0,0,0.15379213333333333
1,0,0,1,0.1778808666666667
0,0,0,0,0.34564120000000004
0,1,0,2,0.47960226666666667
0,1,0,1,0.27148286666666666
1,0,0,1,0.20820593333333334
0,0,0,0,0.2294518
0,0,0,0,0.14911293333333334
0,0,0,0,0.06730766666666668
1,0,0,1,0.30414940000000007
0,0,0,0,0.21909520000000002
1,0,0,0,0.16284800000000002
0,0,0,0,0.2550662
0,1,0,1,0.4612624
0,0,0,1,0.31942213333333336
0,0,0,1,0.19921940000000002
0,0,0,0,0.2077554
0,0,0,0,0.22884513333333337
0,0,0,0,0.21441806666666668
0,0,0,0,0.131793
0,0,0,1,0.3428309333333333
0,0,0,1,0.32137933333333335
0,0,0,1,0.3862629333333334
0,0,0,1,0.35436520000000005
0,0,0,1,0.29422966666666667
0,0,0,1,0.10712340000000001
0,0,0,1,0.26238873333333335
1,0,0,0,0.0686776
0,0,0,0,0.20078713333333337
0,0,0,1,0.30040193333333337
1,0,0,0,0.18128393333333334
0,0,0,1,0.21179560000000003
1,0,0,1,0.3347173333333333
1,0,0,1,0.2799794
1,0,0,1,0.22091293333333334
0,0,0,0,0.32341753333333334
0,1,0,2,0.5472006666666667
0,1,0,2,0.3167768
0,0,0,1,0.18302893333333334
0,0,0,0,0.25237706666666665
0,0,0,1,0.19409366666666666
1,0,0,0,0.2858927333333333
1,1,0,3,0.4354446666666667
0,0,0,0,0.3847888666666667
0,0,0,0,0.22995300000000002
1,0,0,1,0.19997440000000002
0,0,0,0,0.18522066666666664
0,1,0,1,0.27428626666666667
0,1,0,1,0.2107806
1,0,0,1,0.4654377333333334
1,0,0,1,0.37128393333333337
0,0,0,0,0.1243176
0,1,0,1,0.46268433333333336
1,0,0,1,0.2494038
0,0,0,0,0.20242053333333332
1,1,0,2,0.3285764
0,0,0,0,0.31822680000000003
1,0,0,1,0.2997825333333334
0,0,0,0,0.15266673333333333
1,1,0,2,0.4093038
0,0,0,0,0.15863326666666666
0,0,0,0,0.276096
0,0,0,0,0.24267280000000002
0,1,0,2,0.46843460000000003
1,0,0,0,0.37313033333333334
0,0,0,0,0.11617666666666666
1,0,0,2,0.3093812
0,1,0,1,0.38681466666666664
0,0,0,0,0.32828406666666665
1,0,0,2,0.3244128666666667
0,0,0,1,0.07393466666666666
1,0,0,2,0.29990633333333333
0,0,0,0,0.14629593333333332
0,0,0,0,0.14236866666666667
1,0,0,2,0.4330984
1,0,0,1,0.20993926666666668
1,0,0,2,0.2647154666666667
0,0,0,0,0.1776034
0,0,0,0,0.14831513333333335
0,0,0,0,0.22561846666666668
0,0,0,1,0.16327126666666666
0,0,0,0,0.1848398
1,0,0,1,0.3072936
0,1,0,2,0.4194039333333333
1,0,0,1,0.2755496
1,0,0,1,0.2176168
0,0,0,1,0.1537726
0,0,0,0,0.22040586666666667
0,0,0,1,0.23129773333333337
1,1,0,2,0.5037618
0,0,0,0,0.09433913333333335
1,0,0,1,0.3094922666666667
0,0,0,0,0.22754939999999999
0,0,0,0,0.11140953333333334
0,0,0,0,0.22266026666666672
0,0,0,1,0.2474116
0,1,0,1,0.4045014
0,0,0,1,0.22374826666666667
0,0,0,0,0.19976913333333335
1,0,0,1,0.21228866666666668
0,0,0,1,0.42004793333333335
0,0,0,0,0.17090873333333334
0,0,0,0,0.16823893333333334
0,1,0,1,0.2387764
0,1,0,2,0.3512804666666667
0,0,0,0,0.18734540000000002
0,0,0,1,0.08284079999999999
1,0,0,1,0.34174813333333337
0,0,0,0,0.183375
1,1,0,1,0.3893486666666667
0,0,0,0,0.17800726666666666
0,0,0,1,0.21861366666666668
1,1,0,2,0.5606368666666667
